text,sentiment
"The only true contenders are #Rubio, #Bush, #Walker, and #Kasich. #Carly is really making the case to be the VP nominee, though. #GOPDebate",positive
"RT @UnitedCitizen01: @FOXNEWS #GOPdebate @megynkelly 

I am PROUD of AMERICANS seeing THROUGH the BIAS, SETUP TRICK, PersonalAttacks, Favor…",positive
".@brithume: ""I think we have a clear winner ... Carly Fiorina"" #GOPDebate #Carly2016 https://t.co/3JmYdIdcdf",positive
"Winners @ #GOPDebate: @RealBenCarson, @GovMikeHuckabee. Losers: @realDonaldTrump, @ChrisChristie",neutral
"After last night, I want to hear clear answers for women, education, taxes, and immigration! #GOPDebate",neutral
2016 bender starts now! #SkimmLife #GOPDebate http://t.co/fHPfrhvKJE via @theSkimm,neutral
"@facebook @instagram let my people GO! @Dreamdefenders #KKKorGOP 
#GOPDebate",neutral
Thanks to #NetNeutrality #BlackTwitter gave me my life at the exact moment the #GOPDebate was killing me. #Internet2016 #BlackLivesMatter,negative
"This is a Long-Shot but if #RandPaul won the Republican Nomination and chose #RonPaul has his Running Mate, He'd have my Vote. #GOPDebate",positive
RT @PoliticalAnt: @TheDemocrats should be vigorously defending @HillaryClinton who was savaged during the #GOPdebate.,neutral
"RT @RepGeoffDiehl: #GOPDebate is great, but for #MAGOP who want to take a positive step for our state on Nov. 3, please attend:
https://t.c…",positive
RT @UniteWomenOrg: #CarlyFiorina is perfect GOP candidate. Great performance at #GOPDebate with 0% truth rating via @PolitiFact,positive
RT @BverInFL: #GOPDebate did not touch several important issues. Trump gets most time. http://t.co/tvrIxUG666,negative
"If the Clintons sat front row at Trump's wedding, did he score an invite to Chelsea's? #GOPDebate",neutral
RT @matt_lichstein: Anyone heard from God yet? #GOPDebate,neutral
You know the #GOPDebate last night was horribly run when liberals/CNN say it was well organized.,negative
"#GOPDebate Pundits, political analysts You're wrong people don't share their true political feelings via polls. scan social media.",neutral
"RT @UniteWomenOrg: Gentle Reminder: #CarlyFiorina fired 18,000 people from HP then took $21MILLION. http://t.co/ltVJNGXobe … #GOPDebate",negative
"RT @MichiganCRs: ""I believe the people are looking for someone to tell the truth"" @tedcruz #Cruz2016 #GOPDebate",positive
RT @BNLieb: By smearing opponents of #WhiteGenocide as “Nazis” Libzis perverted the #MemoryOfTheHolocaust into a weapon to GUARANTEE genoci…,negative
RT @EvilConservativ: @tedcruz was brilliant last night as always. I love #Trump/Cruz or Cruz/@CarlyFiorina ticket for the win #GOPDebate  h…,positive
RT @jessicanasoda: My mom sees a similarity #GOPDebate http://t.co/PEM7e9drx6,neutral
""".@FoxNews: Opinion: Trump loses #GOPDebate but Rubio, Cruz and others triumph via @lizpeek http://t.co/q13VkuLP3r http://t.co/qoCnOIxEdN""",negative
Marco Rubio emerges as the party’s brightest star http://t.co/kggnwJ9GC4 #GOPDebate #Rubio2016 #ImwithMarco,positive
#GOPDebate #DumpTrump stop wasting air time on this chump. What a waste. He couldn't carry a conversation w any world leader. Joke-City👎🏻🌍,negative
Fiorina: I didn't get a phone call from Bill Clinton | Fox News Republican Debate (VIDEO) https://t.co/9Y3B5ZejP5 #GOPdebate #GOP2016,neutral
"RT @barbicue: Last night was a bad TV game show. FOX should be embarrassed. Like ""Wipeout"" without rubber mallets and water hazards. @tonyk…",negative
Donald Trump disses Megyn Kelly: ‘She’s a cxnt’ http://t.co/VSaQbTKxgK #GOPDebate #DonaldTrump #MegynKelly #Republicandebate #fox news,neutral
Hey @washingtonpost... don't go bringing facts into the #GOPDebate. https://t.co/0ED8hlHUA1,neutral
@sallykohn Somebody has slept through the last few election cycles. Not to mention complete and utter lack of enthusiasm on left. #GOPDebate,neutral
@KyleKulinski cant wait for your #GOPDebate video!,neutral
"New Hampshire Poll: Paul leads Hillary by 2%, Trump losing by 10% - http://t.co/vXszukmivB #GOPDebate #Trump #RandPaul #StandWithRand",neutral
"Don't think Rosie O'Donnell needs to explain anything about being a fat, ugly pig to her children. #GOPDebate http://t.co/6YKnybXLW6",negative
RT @LodiSilverado: Biggest Loser in Tonight’s #GOPdebate : Foxnews,negative
RT @erinnrobinsonn: Can we please stop using 9/11 to get some kind of bizarre street cred?? #GOPDebate,negative
"RT @GretchenCarlson: ""Hillary Clinton lied about #Benghazi. I can do this job &amp; I need your help"" @CarlyFiorina #GOPDebate @foxnewspolitics…",neutral
From our Live Chat Room: #GOPDebate #Trump #Futures $SPY #NonFarmPayrolls #Jobs #Netflix -- http://t.co/0K06Sf81rq http://t.co/SiNu1AStpS,neutral
"You didn't do a bad job, @BretBaier, but a reporter should never scold &amp; say things like, ""You mean to tell me???"" 

Do better. 
#GOPDebate",negative
#FOX slurped so hard on #GOP establishments slurpy they got brain freeze. #AVN has offered #MegynKelly an award @realDonaldTrump #GOPdebate,negative
On the subject of bloodsuckers: http://t.co/B0USrMKb67 #indiekindle #ebook #vampires #colonialism #altlit #GOPDebate #fridayreads,neutral
"@NYTimeskrugman: #DonaldTrump ""is, fundamentally, an absurd figure, so are his rivals"" http://t.co/j9MrfLRzS6 #GOPDebate #election2015",negative
"What #GOPDebate? I saw a Q and A session, nothing exciting, same old, same old",negative
RT @NoChristie16: #ChrisChristie is a thin-skinned #bully. If we feel sorry for him the more fool us. #RandPaul #GOPDebate,negative
@sallykohn @graceslick77 After last night's #GOPDebate there can be no doubt the corporatocracy rules.,negative
"Me too ....

#GOPDebate Fox Assassins Boomerang:
Self-Inflicted Irrepairable Damage!  https://t.co/Km9maqD4S8",negative
RT @WillCarrFNC: .@CarlyFiorina ignites interest as rivals seek post-debate momentum #FoxNews #GOPDebate http://t.co/F5vda4YE9x http://t.co…,neutral
"I didn't expect Chris Wallace(D) to be the 2nd worst partisan pontificating asshole ""moderating"" #GOPDebate @megynkelly",negative
"RT @cherryvanilla48: “@thehill: Hillary spent the #GOPDebate with Kim and Kanye: http://t.co/xrafWtxlpZ http://t.co/7ugpDCpNon”

What time …",neutral
RT @VinylGodson: #GOPDebate ....Republicans talk about Reagan like Cowboys fans talk about their past championships.  @RealDLHughley @BILLB…,negative
"RT @HeatherWhaley: ""Save all the babies! Except those killed by unsecured guns."" - #GOPDebate",negative
"@paulbibeau @LOLGOP  ""never give up your leverage before the negotiation starts"" - Donald #Trump 2015
#GOPDebate 
#TrumpForPresident",neutral
"RT @JesseCox: I am eager to see what the next polls say, cause they hammered Trump hard. If that didn't slow him down I don't know what wil…",negative
BEST THING I'VE READ TODAY. I'm forever thankful for the wit and humor of Willy Boy. #GOP #GOPDebate  https://t.co/ovKOImS5Ty,positive
"RT @NatashaVianna: ""Can you not?"" - God to #GOPDebate",neutral
@megynkelly you were completely embarrassing and unprofessional last evening #GOPDebate,negative
RT @Leapoverthat: #GOPDebate had lower attendance than the national spelling bee and its opponents are probably less qualified http://t.co/…,negative
@tedcruz was brilliant last night as always. I love #Trump/Cruz or Cruz/@CarlyFiorina ticket for the win #GOPDebate  https://t.co/qe4GGapqC1,positive
"RT @TimBartender: @realDonaldTrump @FoxNews @megynkelly Trump you are funny.  Unqualified.  Nasty.  Wrong-headed, but funny. #GOPDebate",negative
Donald Trump gets the award for most entertaining. #GOPDebate,positive
@AlexisinNH Fox clearly forgot the entire issue until someone from the audience had to jump in. Fox was the big loser last night.#GOPDebate,negative
"What an uptight, humourless, mean spirited pickle up your arse bunch of fools without any redeeming qualities.  #GOPDebate #atheist",negative
RT @Lisa_Luerssen: If the New York Times thinks Fox News did a good job then no matter who your candidate is. We are in trouble. #GOPDebate,negative
I wonder if the 14 people in the audience were just on their way out from the Don Henley concert and stuck around.  #GOPDebate,negative
@WalterWhfla @DesignerDeb3 @realDonaldTrump ABSOLUTELY!  I REFUSE TO ALLOW @FoxNews to speak for me. I'll draw my own conclusions #GOPDebate,negative
"RT @ohiomail: #GOPDebate Carly Fiorina's Only Accomplishment was ""I Ran a Top 50 American Company"" Into The GROUND &amp; Got Fired
 https://t.c…",negative
RT @ProfessorF: Agreed. Well said @RealBenCarson! #GOPDebate #WakeUpAmerica https://t.co/N0k0VaHZg6,positive
"Last night was a bad TV game show. FOX should be embarrassed. Like ""Wipeout"" without rubber mallets and water hazards. @tonykatz #GOPDebate",negative
"Hey media - If you ignore Trump, maybe he'll go away. Just a hint. #honeybadger #GOPDebate",negative
@realDonaldTrump Wild Card 2016 Presidential Race. It's Good to be Underestimated! #MakeAmericaGreatAgain #GOPDebate http://t.co/bnBPBZ82o6,positive
"RT @ShelbyKnox: ""The purpose of the military is to kill people &amp; break things."" - Huckabee in route to being wildly transphobic. #GOPDebate",negative
This stinks so far. #GOPDebate,negative
"RT @laniar: Why my young conservative friends and I feel awkward: we support gay marriage, decriminalizing marijuana, and choice, so... #GO…",neutral
Carly Fiorina #GOPdebate #Election2016 https://t.co/n1UR11y1gz via @YouTube,neutral
RT @jolemo376: I think @FoxNews did everything it could to derail the @realDonaldTrump during the #GOPDebate. Newsflash you failed @megynke…,negative
RT @WarrenHolstein: The only doctor worse than Ben Carson is Bill Cosby. #GOPdebate,negative
"@FoxNews I Am Listening To A  Radio Station.
They Are Calling In A/B The #GOPDebate #BlackFolks
Gave You A #GOPFail #Cleveland #OHIO",neutral
"RT @catie__warren: Tonight #DonaldTrump is everyone's drunk, kinda racist uncle who posts Jesus memes on Facebook. #GOPDebate",negative
RT @SheanWOW: 😩RT @Rik_FIair: X___X RT @kvxrdashian: when you leave the Republican Party and become a Democrat. #GOPDebate http://t.co/d3wg…,neutral
Jeb needs a reality check that it was HIS brother who messed up Iraq. Don’t put Obama on that. #GOPDebate,negative
Only in America could Trump be a serious contender to lead the country #GOPDebate,negative
"RT @freespeak3: Our media is such that a failed CEO who calls former FLOTUS/Senator/SOS a ""liar"" wins #GOPDebate
sad https://t.co/KwnkTgKbm5",negative
RT @barkbox: The #GOPDebate got me like... http://t.co/Q8xVMzU0Fd,neutral
"#GOPDebate 
It's not just what #Trump said, but what others said about what he said.
Daniel Drezner v David Frum http://t.co/hjsmeZcPni",neutral
"""We're in for a very long nomination fight,"" one political pundit tells @JenniferJJacobs after #GOPDebate. http://t.co/cXg2q6OoYn",neutral
"Well, @nbcsnl is going to have a ball this weekend with last night's #GOPDebate. #SNL",neutral
It's possible that @GovernorPerry didn't know they were going to ask him questions. #GOPDebate,neutral
RT @faithcouch: Ya'll  want to look into the criminal activity of planned parenthood and not the police force??? Ok #GOPDebate,negative
"RT @maureenjohnson: ""What was the first thing you did when you were defrosted?"" #GOPDebate",neutral
I'm disappointed that #MegynKelly never bothered to ask if any of the candidates believed in this guy #GOPDebate http://t.co/touQqTdXzY,negative
RT @coryhaik: .@washingtonpost collab w @Genius on #GOPDebate was pretty awesome http://t.co/Y7HXub2yAz annotation is cool ;) http://t.co/W…,positive
"RT @StevenTylerisms: We Spotted An American Rockstar at the #GOPDebate — Once He Turns Around, You’ll Know Right Away
http://t.co/ERuLGFolWZ",neutral
RT @LaceyLuken: Sorry to get political but this makes me sick. #GOPDebate #trumpisanidiot #shameonhim #republicanfail https://t.co/N3aZL0wa…,negative
#GOPDebate yes everyone had their ups and downs. But it was really no debate with 10 candidates. Not enough time to hear them individually,negative
So disappointed in the lack of respect from Fox News and their moderators towards all the candidates. #FoxNews #GOPDebate,negative
Look at Jeb coming through with throwing GWB under the bus about the Iraq War. He needs to do this more often. #GOPDebate,positive
"Embarrassed for @Fox News forway they conducted #GOPDebate . Giggles, snark &amp; fangs out for #realdonaldtrump . Blatent bias, unprofessional.",negative
RT @JaclynHStrauss: I loved it in the #GOPdebate when @realDonaldTrump said the insurance companies have control over the politicians #obam…,positive
"RT @drskyskull: My summary of #GOPDebate candidates from last night: mouth-breathing, paste-eating poster children for the banality of evil.",negative
#TalkPoverty what have dems done for the poor in the last 60 years? Trapped them. It's time for #GOPDebate,negative
@realDonaldTrump should see this #gopdebate #FoxDebate @foxnewspolitics  https://t.co/PSN0asmewp,neutral
"I don't know who won, but Abraham Lincoln lost the #GOPDebate last night.",neutral
Photo: What did you think of the #gopdebate #donaldtrump #pleasefollowback #follow @TagsForLikes #follow me... http://t.co/toDpcTJjBF,neutral
Rewatching GOP Forum. #gluttonforpunishment  Interesting which candidates answered questions in terms of inclusion vs exclusion. #GOPDebate,neutral
#THEWORSTPARTOFDEPRESSIONIS U DO SELF HARM THINGS LIKE WATCH THE #GOPDEBATE,negative
@marklevinshow NO! #RINO #McConnell #Jeb #GOPDebate #Rove #ChamberOfCommerce #MegynKelly @GrahamBlog SELL SOULS #tcot http://t.co/1IJlcmqlH8,negative
"RT @msnbc: .@realDonaldTrump says Fox News anchors were not ""fair"" to him: http://t.co/DGAv1xxbn0 #GOPDebate http://t.co/uQq5SQLBYI",negative
"RT @bgittleson: Facebook: During #GOPDebate, 7.5m ppl in the U.S. made 20m interactions (likes, posts, comments and shares) related to the …",neutral
"RT @MarcGreen25: #Huckabee : ""the purpose of the military is to kill people and break things"", I thought military was for national security…",negative
Why's #Hillary the #clearchoice for #Dems? No one can explain her vision for the next 4 years?  But yet she's the clear choice? #GOPDebate,neutral
"RT @AshorDeKelaita: Ted Cruz at the GOP Debate in Cleveland  ""God speaks in the Bible"" https://t.co/eHkQWoe2Cy #GOPDebate #CruzCrew @TedCruz",neutral
"RT @msmallywelch: ""This is the worst Miss America competition I have ever seen.""
-@thejoemoses #GOPDebate",negative
"#Awkord is correct. What was that suppose to mean, ""Talk to the hand""?    @Cameron_Gray @writingdownpat #FoxDebate #GOPDebate",negative
@AIIAmericanGirI Holy cow. #CarlyFiorina smoked Chris Matthews! #GOPDebate,negative
As lies go--Trump's hair was the smallest. #GOPDebate,negative
"RT @LPNational: Yes, let's cut congressional pensions. #GOPDebate",neutral
RT @ggfletcher: Trump's big beautiful door: #GOPDebate http://t.co/f2CR23uXFL,positive
After watching the #GOPDebate last night I made a donation to Planned Parenthood! https://t.co/hwbFq67B6c,neutral
“@EricHaywood: The #GOPDebate got my man Ben Carson out there like: http://t.co/NcWnW9JttT”,positive
RT @SuzanneinLGB: Recap of the #GOPdebate: these #TenMen want to make choices for all women. #GOPtbt http://t.co/Ygm8ARcwzO,neutral
"Being a ignorant close minded stupid fuck is the prerequisite for joining #GOP

#GOPDebate",negative
"@marcorubio make it happen, cap'n!! Your responses at the #GOPDebate  were spot on. Thank you!! #Rubio2016 #GeniusAtWork #PartyOfTheFuture",positive
"RT @sistertoldjah: Not sure how long this will be up, but here is full video of last night's primetime #GOPDebate: https://t.co/ZhuAC3yfLV",neutral
What the candidates did wrong at the #GOPDebate @realDonaldTrump @ScottWalker @JebBush @RandPaul http://t.co/EFp81Zsufp,negative
@chuckwoolery I'm just hoping I have an opportunity to vote for @CarlyFiorina by the time the CA primary cones around. #GOPDebate #Carly2016,positive
"@LizClaman Taking a step back, who among GOP candidates has the stature to stand next to/toe-to-toe with, say, Putin? #GOPDebate #bigpicture",neutral
Thank you. Finally a rational analysis of the #GOPDebate  https://t.co/hyEySm3zU9,neutral
"@marcorubio As part of the Luntz focus group, I can report you received the most consistent &amp; highest favorable ratings!
#GOPDebate",positive
#GOPDebate Can't help but think of Smith from the Matrix- they're multiplying!!,negative
RT @sundapp: Looking forward to POTUS @realDonaldTrump whining &amp; trash talking on twttr after each Summit meeting he holds with world leade…,negative
"RT @MartinOMalley: Didn’t see the #GOPdebate, but heard it was entertaining. #WWOMD? Have more democratic debates. -O'M #WeNeedDebate",positive
"Unless I'm mistaken, @ScottWalker admitted that he would rather allow a woman to DIE than get an abortion in that first question? #GOPDebate",negative
"Good people of the U.S., how fucking dumb can you possibly be? #GOPDebate http://t.co/AD1lxazuGQ",negative
RT @samswey: Does respecting life include black lives taken by police??? #GOPDebate,negative
@realDonaldTrump dodged those questions like a first 48 suspect lol #GOPDebate #,positive
By smearing opponents of #WhiteGenocide as “Nazis” Libzis perverted the #MemoryOfTheHolocaust into a weapon to GUARANTEE genocide.#GOPDebate,negative
"#GOPDebate Reps r like minions, searching 4 the guy who acts the most evil 2 make their boss. @realDonaldTrump could learn from that movie.",negative
GOP Debate News - Trump Shocks GOP Faithful http://t.co/FcdtvMR4k9  #DonaldTrump  #GOPDebate http://t.co/vEYi4rWLQ2,neutral
Chris Christie was using this classic tactic as his debate strategy https://t.co/P3kDzHzak8 #GOPDebate #ChrisChristie #RandPaul2016,neutral
"“@AmyMek: Status 👉 Single 

I broke up with @FoxNews last night!   Goodbye @megynkelly &amp; Chris Wallace.

#GOPDebate http://t.co/YeoE8fZe8A”",negative
"Not sure how long this will be up, but here is full video of last night's primetime #GOPDebate: https://t.co/9hM7sP8DcY  #tcot #GOP2016",neutral
RT @wall_ezy: Entertainment  at its finest.  Can't  help but wonder how #educated  #Americans are reacting  to #GOPDebate or the lack there…,neutral
"Seriously, I want to know what messages @TheTweetOfGod sends to GOP candidates. I mean, what are you telling Ted Cruz every day? #GOPDebate",neutral
Crickets from #GOPDebate on this key youth vote issue last night: Hillary readies student loan reform rollout http://t.co/f9dFWMqt2O,neutral
"If you are a woman and you vote for Donald Trump, no. #GOPDebate #Fridaynewstoundup",negative
"Dems would NEVER agree to let FOX host a debate. Not bc of bias, but because they are in the business of NOT answering tough Q's #GOPDebate",negative
@piersmorgan @CNN @HilaryClinton What do you think about the #Bush3rdQtr pursuance @TheQArena yday? #GOPDebate a total waste of time or...??,neutral
RT @larryelder: Disappointed #DonaldTrump supporters should stop whining about the questions--and tell Trump next time to actually prepare.…,negative
"RT @goldengateblond: ""It's only by the blood of Jesus Christ and cash from the Koch brothers that my sins are redeemed."" -- Scott Walker, c…",negative
"Christie: ""9/11 happened in my state."" When we were running from the collapsing South Tower that day I had no idea we were in NJ. #GOPDebate",negative
"Fox News Couldn't Kill #Trump’s Momentum &amp; May Have Only Made It Stronger. #GOPDebate 
http://t.co/UjAgBlG1UQ",positive
RT @danitaharris: Trump says he doesn't have time for political correctness when questioned about his negative remarks about women! #GOPDeb…,negative
"RT @nickgillespie: Sorry bitches, I'm going to @Penn and @mrteller on Broadway rather watch #GOPDebate http://t.co/g4aBpfAGzg",negative
Can't wait to see which Lannister they kill off in the next episode of #GOPDebate http://t.co/L6Wv7VkMk0 via @someecards,negative
The #GOPDebate candidates honestly terrify me because if one is actually elected our country will be fucked.,negative
RT @LPNational: #Libertarians don't want marriages or #guns registered with the federal government either @RandPaul #GOPDebate,neutral
"RT @lediva: WAIT YOU GUYS

WHAT IF #GOPDEBATE IS A CONSPIRACY TO GET ALL THE LIBERALS TO DRINK OURSELVES TO DEATH",negative
RT @k_mcq: Remind me again why we’re obligated to import Third World welfare cases who wreck our schools. #GOPDebate  https://t.co/x9RqvSil…,negative
"RT @drskyskull: One white woman killed by an illegal immigrant? THERE SHOULD BE A LAW? Black women die in police custody? ""All Lives Matter…",negative
"I do find it funny that some candidates are claiming victory last night. There were several strong contenders, no clear winner.  #GOPDebate",neutral
"RT @GovtsTheProblem: I should never be able to tell from a debate who the moderators don't support. @FoxNews really blew that yesterday.
#G…",negative
I heard a rumor that several of the republican candidates used @Brainscape to prepare for the first #GOPdebate 🇺🇸📲😎,neutral
"Bernie Sanders For President after watching that weak ass #GOPDebate last night, everybody in the @GOP is propaganda puppets",negative
"RT @SunshineEmpire: Is it a coincidence that #Obamacare killed another -215,000 jobs the day after the #GOPDebate?",negative
"RT @dugovich: Look, my Dad was a poor piece of shit. So, you know, I get it. #GOPDebate",negative
And now for something completely different: GOP Primary Debate. I doubt Fox throws any heat at these clowns. #GOPDebate #uspoli,negative
RT @RepubGrlProbs: RT if you think Carly just won the debate with that line and they should all just go home now. #GOPDebate,neutral
There they all are! #GOPDebate http://t.co/d6pTfWE7N0,neutral
RT @DaveMontero: Post-#gopdebate results from Republicans watching in Covina. http://t.co/pIe8ujpda1,neutral
1st  #GOPDebate is done &amp; no debate - Harry Nilsson belongs in the @rock_hall so JUMP INTO THE FIRE https://t.co/i3vLAZaLEP @HarryInTheHall,negative
You should probably go check out @PhilHands' feed for his #livetoon of the #GOPDebate. Some quality stuff. https://t.co/2rK59aIHzI,neutral
@CBSMiami  #GOPDebate @RepEliotEngel How Deep R @POTUS SKELETONS?15YR SCAM @DeptVetAffairs MADE $M FOR 2007 PREES ADS http://t.co/Ijf80eooET,negative
This is what George Bush should take to heart #GOPDebate http://t.co/cSagYbaejh,neutral
#GOPDebate Only 1 can b Potus however I see some really great cabinet choices.,positive
Donald Trump is having a meltdown after Megyn Kelly and Fox News cut him to pieces during the debate http://t.co/F7iVRIDmU9 #GOPDebate,negative
Loved the first #GOPdebate 🎉🎉🇺🇸,positive
"RT @ahzoov: Super Storms, Raging Fires, Ocean's Rising.

Can anyone remember any mention of Global Climate Change? #GOPDebate",neutral
"RT @NerdyWonka: Mike Huckabee: ""The purpose of the military is to kill people and break things."" 

#GOPDebate 

Everyone right now: http://…",negative
@megynkelly You did an awesome at the #GOPDebate  I thought you were professional and pleasant to watch.  Great questions btw.  #standtall,positive
RT @galderso: Huckabee says the military is for killing people and breaking things; reaffirms he is pro-life. Totally makes sense. #GOPDeba…,negative
@NHGOP You built this. #NHpolitics #GOPDebate #VoteBlue2016 https://t.co/gfL7IHpZKF,neutral
RT @TylerGroenendal: Donald Trump is like your dirty old alcholic uncle who somehow got elected mayor. #GOPDebate,negative
@linnyitssn His ace in the hole is Ohio.  Republicans must win OHIO. #GOPDebate,positive
"Billionaire Donald Trump

Was Not Made by MSM
and 
Cannot Be Taken Down by MSM - Rush Limbaugh Quote

#GopDebate https://t.co/UkNljPkwwf",neutral
You know it's bad when Trump comes out looking like a champ in this situation #GOPDebate,negative
"@alexhalperin @nandelabra Thanks, made the donation. Everyone needs to donate to Planned Parenthood after watching #GOPDebate!",positive
GOP Debate News - Trump Shocks GOP Faithful - http://t.co/X9otKzlY5O -#GOPDebate #DonaldTrump http://t.co/3EwF8WO8Cq,neutral
GOP Debate News - Trump Shocks GOP Faithful - http://t.co/P8qaU5oVOW -#GOPDebate #DonaldTrump http://t.co/dG6VjjVbev,neutral
GOP Debate News - Trump Shocks GOP Faithful - http://t.co/iHtVa9RV9y -#GOPDebate #DonaldTrump http://t.co/PiyGOzGenz,neutral
Summary of @realDonaldTrump at #GOPDebate “I’m the best and #America is the worst” http://t.co/dgNzp2LPgr #TNTweeters #AINF #tlot #tcot #p2,neutral
RT @edeweysmith: As SOON as many of us realize that NOT every person in America is OBLIGATED to believe what you believe!  We must learn to…,neutral
"AWWWWW... poor Donald RT @Oregonian: Trump on #GOPdebate: ""The questions to me were not nice."" http://t.co/Npznjv5StI http://t.co/MdQP4oWhdo",negative
"@realDonaldTrump @FoxNews @megynkelly Well if that isn't the pot calling the kettle black, I don't know what is. #GOPDebate",negative
"MT:@ peddoc63: My how times have changed....
""Pieter_Gericke #tcot #PJNET #RedNationRising #GOPDebate http://t.co/KJ1xKUSMlk",neutral
All of the candidates are an absolute disaster for abortion rights. #GOPDebate,negative
“@kharyp: NRA-Backed Bill Enables People With Severe Mental Illness to Buy Guns http://t.co/psFpCH5WNH #GunSense #GOPDebate Holy Crap !!!,negative
"RT @Tess_Harkin: No, #DonaldTrump, YOU'RE stupid. #GOPDebate",negative
that debate #GOPDebate was the best experience of my life. It will be a tough race for sure.,positive
"RT @BuckSexton: You also get the sense that @CarlyFiorina is actually the competent executive that Hillary Clinton pretends to be, but neve…",positive
"Here's Camille Paglia being Camille Paglia: ""Kasich is a mensch in a party of parakeets."" #GOPdebate
http://t.co/HxYjouZmje via @thr",neutral
"Our problem is not being too ""politically correct,"" @GOP. It's that too many Americans are anti-intellectual and ignorant. #GOPDebate #USA",negative
".@ArthurA_P @raemd95
FOX/GOP Party's Hunger Games- Demagog Food-fighter @CarlyFiorina
#GOPDebate #morningjoe http://t.co/ygMGbAvqut",negative
RT @JessicaValenti: The winner is: Twitter. #GOPDebate,neutral
"Glad to see that Jesus got a shout-out at las night's debate. Them candidates were pushing the envelope.
#GOPDebate",positive
"RT @pattonoswalt: All 3 moderators had 6 days intensive training to not trill the ""r"" in ""Rubio"" tonight. #GOPDebate",neutral
RT @gaelicartguy: The spectacle of a VERY thin-skinned petulant misogynist bully took center stage at #GOPDebate. Trumpet Man reveals a lit…,negative
RT @mtranquilnight: #GOPDebate really captured the schism b/t Fox News' very professional production design team &amp; intellectual dimwit (but…,positive
Google search report from last night's #GOPdebate reveals people have NO idea about the issues facing us. https://t.co/2lh0LMJ5lo,neutral
RT @mistererickson: 24 things the #GOPDebate guys totally look like. http://t.co/qGGUOb2Kf6 http://t.co/M5Fqw7vVjf,neutral
"@realDonaldTrump Whine, whine, whine, boo-hoo I got hard questions 😩#GOPDebate",negative
"Yeah, I'm sticking with independent. #GOPDebate #GOPPrimary",positive
"RT @ChristIsRisen7: @paulbenedict7 Yes that was ridiculous for @FoxNews to do that.
#GOPDebate",negative
@SenTedCruz spot on with #ISIS I wish #Obama understood the terrorist threat as well as you do. #RedNationRising #GOPDebate #tcot,negative
"“@Drudge_Report_: #Moderators dominate speaking time at #GOPdebate: 31.7%... http://t.co/jsX9GBxg0j”

Strike four!",neutral
"@mcbyrne Trump did NOT threaten Megyn Kelly, drama queen. #GOPDebate #FOXNEWSDEBATE #FoxDebate",positive
RT @brucepknight: Republican Candidates Avoid #ClimateChange in First Debate http://t.co/2jRU5JnUJS #GOPDebate,negative
I'm sorry for all the #GOPDebate tweets but I'm just so dam pissed off.,negative
"We have 1 year and 3months guys, lets get it together                           #CampaignForRevolution #GOPDebate #Hillary2016 #Bernie2016",neutral
"RT @DeborahPeasley: ""They call me Jeb"". -- uh.... yeah. It's your name. #GOPDebate",neutral
RT @PolicingWatch: It's quite entertaining to read other countries' headlines of #GOPDebate vs American ones. The sensibility elsewhere giv…,positive
#2A not apart of #GOPDebate   Will it come up?,neutral
Wondering who got the bigger ratings: the #GOPdebate or #JonStewart's farewell?,neutral
"Babies are just products... sick
#DefundPP #GOPDebate #JonVoyage #Compton #DragMeDownMusicVideo #PUSO2019 #BB17 #MUFC http://t.co/MNhkEPpMo9",negative
RT @PhilHands: Is Rand Paul jealous of @realDonaldTrump  #livetoon #GOPDebate #FoxDebate http://t.co/gWNBoQ9ZJ4,negative
"RT @JordanSekulow: Clear: @JebBush - federal government shouldn't be involved in setting education curriculum, states should do that #GOPDe…",positive
"Saddest part of #GOPDebate wasn't what @realDonaldTrump said, it was the large segment of the crowd whooping it up over what he said.",negative
"Who gives a damn?.... For Christ's sake. Toughen up buttercup!
So sick of politically correct bull chyt !
#GOPDebate https://t.co/ASQuafnuBu",negative
#JebBush living proof that $ and privilege doesn't guarantee you victory. #FoxNews put ball on the tee yet he failed to hit ball #GOPDebate,negative
#GOPDebate what a bunch of uncivil human beings spewing vile with lack of respect for each other. And we want one of them to be our leader?,negative
Fashion and politics #election2016 #GOPDebate  https://t.co/hVDNLwyTC3,neutral
Imagine how saddened Rosie O'Donnell must be. #GOPDebate,neutral
#BlackLivesMatter Activists @CharlotteAbotsi &amp; Others Highlight Candidates' White Supremacist Ties During #GOPDebate: http://t.co/fyMwBqShLL,neutral
"Scott Walker cut his answers short last night, finishing before the allotted time. 

Marquette U: ""We've seen this before.""

#GOPDebate",negative
"RT @reneelegendre: Just got sent this #GOPDebate screenshot from my sister. I mean, COME ON! #golfcoursesarenotcredentials http://t.co/c3Nt…",negative
"RT @larryelder: How about, ""Megyn, let's not get ahead of ourselves. That's a long way off. Ask these folks if they'll support ME when I wi…",neutral
"Last night's #GOPDebate: what topics merited attention, and which were ignored #GOPtbt http://t.co/mPFrhtJUmG",neutral
WHAT IS THE GREATEST THING EVER @realDonaldTrump #GOPDebate  https://t.co/RkKuHeT4jS,positive
"#GOPDebate moderators should have asked: ""Do you believe that the ME conflict is the root cause of terror and should be USA's priority?""",neutral
@americans What do you think is the probability of @HilaryClinton becoming president? More / less than 50%? #GOPDebate,neutral
